,prod,WorldExport,EUExport,EUTopExporter,EUWorldMarketShare,hhi,euhhi,POPIS,description
771,160540,294737571.0,51786406.0,NLD,0.1757034429791104,0.19636359816235607,0.2328386469715646,"Korýši ostatní,upravení,v konzervách","Crustacean preparations: other than crab, shrimps, prawns, and lobsters, prepared or preserved"
772,160551,68540445.0,4544851.0,FRA,0.06630903840790646,0.42449160821939996,0.2792406386802075,Ústřice,"Mollusc preparations: oysters, prepared or preserved"
773,160552,144679450.0,19388468.0,FRA,0.13400982655104093,0.3446368954385094,0.26048520325843944,Hřebenatky,"Mollusc preparations: scallops, including queen scallops, prepared or preserved"
774,160553,402169795.0,76297440.0,ESP,0.18971449608740507,0.5194292294797,0.2049623587111449,Slávky jedlé,"Mollusc preparations: mussels, prepared or preserved"
775,160554,1403724381.0,166386728.0,ESP,0.11853233458940683,0.4022636147370685,0.48131249128812154,Sépie a olihně,"Mollusc preparations: cuttle fish and squid, prepared or preserved"
776,160555,456646766.99999994,93722270.0,ESP,0.20524019170379895,0.3678520725434607,0.4830840918768613,Chobotnice,"Mollusc preparations: octopus, prepared or preserved"
777,160556,346715335.0,45785282.0,NLD,0.13205438980655412,0.24977609364728443,0.31991863989856806,"Mlži, srdcovkovití a návky","Mollusc preparations: clams, cockles and arkshells, prepared or preserved"
778,160557,340283252.0,136101.0,FRA,0.0003999638512917468,0.4466157711034281,0.3602294794571492,Ušeň,"Mollusc preparations: abalone, prepared or preserved"
779,160558,81257235.0,54483850.0,ROU,0.6705107551346043,0.1207415680827942,0.23135894712552663,"Hlemýždi, jiní než mořští plži","Mollusc preparations: snails, other than sea snails, prepared or preserved"
780,160559,192232192.0,58396785.0,ESP,0.30378254751420614,0.08665650871472183,0.23793767388608617,Ostatní měkkýši,"Mollusc preparations: n.e.c. in item no. 1605.5, preparations such as pastes, sausages, prepared meals and the like"
781,160561,164747679.0,1094920.0,NLD,0.0066460420361976694,0.15651297287578605,0.3527301286320666,Sumýši,"Aquatic invertebrates: sea cucumbers, prepared or preserved"
782,160562,11527456.0,1884352.0,ESP,0.1634664231205914,0.25562585843230656,0.4446058050339367,Ježovky,"Aquatic invertebrates: sea urchins, prepared or preserved"
783,160563,12329617.0,256207.0,PRT,0.020779802000337886,0.23124990302621604,0.7284807479056153,Medúzy,"Aquatic invertebrates: jellyfish, prepared or preserved"
784,160569,46251534.0,17312608.0,ESP,0.37431424436646793,0.10662969661063065,0.2128114005991605,Ostatní vodní bezobratlí,"Aquatic invertebrates: other than crustaceans, molluscs, sea cucumbers, sea urchins, and jellyfish, prepared or preserved"
785,170112,135738448.0,72756269.0,POL,0.5360033952944563,0.0754346165606726,0.13362201336181462,"Cukr řepný surový,pevný,bez přísad,barviva","Sugars: beet sugar, raw, in solid form, not containing added flavouring or colouring matter"
786,170113,2770730397.0,22569974.0,NLD,0.008145857144541227,0.5758839717814468,0.11096272360998086,Třtinový cukr specifikovaný v poznámce k položkám 2 této kapitoly,"Sugars: cane sugar, raw, in solid form, as specified in Subheading Note 2 to this chapter, not containing added flavouring or colouring matter"
787,170114,21021288032.0,290305059.0,FRA,0.013810050961581345,0.43456362079730665,0.2171326268967754,Ostatní třtinový cukr,"Sugars: cane sugar, raw, in solid form, other than as specified in Subheading Note 2 to this chapter, not containing added flavouring or colouring matter"
788,170191,251238210.0,96252066.0,DEU,0.38311077761619144,0.07233862481507641,0.1273730951533056,"Cukr třtin,řep.ost,sacharóza,s přísadou,barv.","Sugars: sucrose, chemically pure, in solid form, containing added flavouring or colouring matter"
789,170199,18061722238.0,5113019543.0,FRA,0.2830859358606863,0.06848851513454512,0.14219319412573345,"Cukr třtinový,řepný,sacharóza,ostatní","Sugars: sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter"
790,170211,1523648826.0,925943486.0,DEU,0.6077145010053648,0.21122161409139706,0.2978973053386084,"Chemicky čistá laktoza, bezvodá, v sušině","Sugars: lactose and lactose syrup, containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter"
791,170219,154571346.0,93637969.0,NLD,0.6057912505982835,0.10483993466089625,0.19846121007190196,Laktozový sirup obsah.chem.čistou laktozu,"Sugars: lactose and lactose syrup, containing by weight less than 99% lactose, expressed as anhydrous lactose, calculated on the dry matter"
792,170220,552930409.0,50214853.0,NLD,0.09081586431611867,0.7012308158605434,0.18733718682870895,"Cukr javorový,pevný,sirup,bez přísad,barviv","Sugars: maple sugar, chemically pure, in solid form: maple syrup, not containing added flavouring or colouring matter"
793,170230,3924798150.0,2338686511.0,FRA,0.595874340951776,0.10246618771362113,0.18327651941782006,"Glukóza,sirup glukóz,bez fruktózy nebo do 20%","Sugars: glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose, the syrup not containing added flavouring or colouring matter"
794,170240,366568325.0,244969131.0,BEL,0.6682768648927864,0.09665869228998997,0.1753095732884221,"Glukóza,sirup glukózový,20-50% fruktózy","Sugars: glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar, the syrup not containing added flavouring or colouring matter"
795,170250,347648840.0,70187255.0,FIN,0.20189123887196056,0.22127070989208103,0.26626638667293395,"Fruktóza chemicky čistá,pevná","Sugars: fructose, chemically pure, in solid form"
796,170260,977733703.0,272785712.0,HUN,0.2789979635180889,0.15545824295390476,0.19639608498865258,"Fruktóza,sirup frukt.ost,s fruktózou nad 50%","Sugars: fructose, other than chemically pure fructose, and fructose syrup (containing in the dry state more than 50% by weight of fructose), excluding invert sugar"
797,170290,3453246735.0,1313560267.0,FRA,0.3803841334841659,0.10973380935487562,0.17840983536847388,"Cukry vč invert.a sirupy ost,med umělý,melasy","Sugars: n.e.c. in heading no. 1702, including invert sugar and other sugar and sugar syrup blends containing, in the dry state, 50% by weight of fructose"
798,170310,991788864.0,38709341.0,BEL,0.0390298201614008,0.11070783366452758,0.12417051482601354,"Melasa třtinová,získaná extr,rafinací cukru","Sugars: molasses, from sugar cane, resulting from the extraction or refining of sugar"
799,170390,557758400.0,279348321.0,DEU,0.5008410828057452,0.09985324655389823,0.20260478586520506,"Melasa ost,získaná extrakcí,rafinací cukru","Sugars: molasses, from sugar beet, resulting from the extraction or refining of sugar"
800,170410,1138992472.0,267697686.0,POL,0.23503025048966258,0.0463351284238785,0.14232754495484923,Guma žvýkací i obalená cukrem,"Sugar confectionery: chewing gum, whether or not sugar-coated, not containing cocoa"
801,170490,15786864089.0,7598594613.0,DEU,0.4813238759871609,0.052967146784620306,0.13141398240913124,"Cukrovinky (včetně bílé čokolády), neobsahující kakao (kromě žvýkací gumy)","Sugar confectionery: (excluding chewing gum, including white chocolate), not containing cocoa"
802,180100,10003883740.0,952063798.0,BEL,0.09516941847227026,0.17074421045625587,0.40529268676760966,"Boby kakaové i ve zlomcích,surové,pražené","Cocoa beans: whole or broken, raw or roasted"
803,180200,446203578.0,18741471.0,DEU,0.04200206346171433,0.8798840401145426,0.1979727680743151,"Skořápky,slupky kakaové,odpady kakaové ost.","Cocoa: shells, husks, skins and other cocoa waste"
804,180310,3714127410.0,1598642390.0,NLD,0.43042206513857856,0.1349226545875333,0.2802966916362437,Hmota kakaová neodtučněná,"Cocoa: paste, not defatted"
805,180320,792834949.0,107142382.0,NLD,0.13513831868176135,0.1938900494393486,0.28044635804137846,"Hmota kakaová odtučněná zcela,zčásti","Cocoa: paste, wholly or partly defatted"
806,180400,6091809499.0,2889921090.0,NLD,0.4743945276808795,0.13327824823621964,0.40712143200543616,"Máslo,tuk,olej kakaový","Cocoa: butter, fat and oil"
807,180500,3472383158.0,1883093202.0,NLD,0.5423057065754838,0.12232887649894819,0.31200684067677287,Prášek kakaový bez přísady cukru aj sladidel,"Cocoa: powder, not containing added sugar or other sweetening matter"
808,180610,386259618.0,161234567.0,DEU,0.41742537787110845,0.05125064692378162,0.13615058674943073,Prášek kakaový s přísadou cukru aj sladidel,"Cocoa: powder, containing added sugar or other sweetening matter"
809,180620,6681887062.0,4186333296.0,BEL,0.6265196129709742,0.11314541559195632,0.24439636406812687,"Přípravky ost.s kakaem,kusy,tekuté ap nad 2kg","Chocolate & other food preparations containing cocoa: in blocks, slabs or bars weighing more than 2kg or in liquid, paste, powder, granular or other bulk form in containers or immediate packings, content exceeding 2kg"
810,180631,6301538894.0,4481017101.0,DEU,0.711098856386746,0.08447908215115199,0.1536447927265442,"Čokoláda plněná,v kusech,tyčinkách,tabulkách","Chocolate and other food preparations containing cocoa: in blocks, slabs or bars, filled, weighing 2kg or less"
811,180632,6463127333.0,4231262011.0,DEU,0.6546771853612806,0.09770643255863934,0.19785856026644524,"Čokoláda neplněná,v kusech,tyčinkách,tabulk.","Chocolate and other food preparations containing cocoa: in blocks, slabs or bars, (not filled), weighing 2kg or less"
812,180690,17255170229.0,11424070622.0,DEU,0.6620665267503458,0.068930635388053,0.13561457663894294,"Čokoláda a ostatní přípravky obsahující kakao, v nádobách nebo v bezprostředním obalu, o obsahu <= 2 kg (kromě těch v bl",Chocolate and other food preparations containing cocoa: n.e.c. in chapter 18
813,190110,10974266676.0,7042000870.0,NLD,0.6416830461574615,0.09873805664997809,0.20476089737428152,"Potravinové přípravky vhodné pro kojence či malé děti, v balení pro drobný prodej, z mouky, krupice, krupičky, škrobu ne","Food preparations: of flour, meal, starch, malt extract or milk products, suitable for infants or young children, put up for retail sale"
814,190120,5315068529.0,3404248035.0,FRA,0.6404899610279324,0.08202268294189032,0.14915087727248288,"Směsi,těsta pro přípr.zboží pekařského,pečiva","Food preparations: mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares"
815,190190,10213658602.0,5384083947.0,DEU,0.5271454781096471,0.04986061447509666,0.12374243790328411,"Sladový výtažek; potravinové přípravky z mouky, krupice, krupičky, škrobu nebo sladových výtažků, neobsahující kakao neb","Food preparations: of flour, meal, starch, malt extract or milk products, for uses n.e.c. in heading no. 1901"
816,190211,725863052.0,461202948.00000006,ITA,0.6353856236782253,0.1678901678890287,0.3664162673396063,"Těstoviny obsah.vejce,nevařené,nenadívané ap","Food preparations: pasta, containing eggs, uncooked, not stuffed or otherwise prepared"
817,190219,6696397880.0,3891928893.0,ITA,0.5811973784628222,0.23078653629871423,0.625596456241917,"Těstoviny ostatní nevařené,nenadívané ap","Food preparations: pasta, uncooked (excluding that containing eggs), not stuffed or otherwise prepared"
818,190220,2402485354.0,1680638835.0,ITA,0.6995417608693568,0.13369279496246558,0.24824733462867896,"Těstoviny nadívané,i vařené aj připravené","Food preparations: pasta, stuffed (with meat or other substances), whether or not cooked or otherwise prepared"
819,190230,5006967806.0,1112259871.0,ITA,0.22214240516328976,0.07855143288304625,0.1116981240142567,Těstoviny ostatní,"Food preparations: pasta (excluding stuffed), cooked or otherwise prepared"
820,190240,242430173.0,130255266.0,ITA,0.5372898281931268,0.15196344013851476,0.34695211590115416,"Kuskus,i připravený",Food preparations: couscous
821,190300,237682621.0,20642631.0,NLD,0.08684955977492355,0.1939398759326672,0.1995286435848824,"Tapioka a náhražky ze škrobu,ve tvarech","Food preparations: tapioca and substitutes thereof, prepared from starch in the form of flakes, grains, pearls, siftings or similar"
822,190410,5812448733.0,2898182481.0,DEU,0.49861643760325275,0.05902436729776017,0.12766511515461143,"Výrobky z obilí získané bobtnáním,pražením",Food preparations: obtained by the swelling or roasting of cereals or cereal products
823,190420,1014564270.0,660322095.0,DEU,0.6508430412200501,0.08576448774203657,0.18070013932443446,Potraviny z nepražených ovesných vloček,Food preparations: obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes and roasted cereal flakes or swelled cereals
824,190430,190106752.0,27688693.0,DEU,0.14564813037256036,0.5653406234966234,0.12430493691358893,Pšenice bulgur,"Prepared foods obtained by the swelling or roasting of cereals or cereal products (e.g. corn flakes): cereals, not maize (corn), in grain form or in the form of flakes or other worked grains, from bulgur wheat"
825,190490,1532986344.0,628787372.0,POL,0.410171541619421,0.04647879641376652,0.10403278937225968,"Obiloviny (jiné než kukuřice) v zrnech, ve formě vloček nebo jinak zpracovaných zrn, předvařené nebo jinak připravené, j","Food preparations: cereal or cereal products (excluding maize), in grain form, pre-cooked or otherwise prepared"
826,190510,574304534.0,376341206.0,DEU,0.6552990333870496,0.1258806251732804,0.22174156714791518,"Chléb křupavý zv.""knackebrot""","Food preparations: crispbread, whether or not containing cocoa"
827,190520,448417136.0,300902703.0,DEU,0.6710330155625454,0.1253092360842625,0.200305592549074,Perník,"Food preparations: gingerbread and the like, whether or not containing cocoa"
828,190531,11540470969.0,5644440857.0,DEU,0.4890996972447737,0.04590642807500286,0.10929221934662631,Sladké sušenky,"Food preparations: sweet biscuits, whether or not containing cocoa"
829,190532,6618721649.0,3949322768.0,POL,0.5966896596409504,0.07117375736868861,0.14919577682773097,Oplatky a malé oplatky,"Food preparations: waffles and wafers, whether or not containing cocoa"
830,190540,1250133281.0,698866841.0,ITA,0.5590338659258525,0.05592326618833991,0.09815505635246075,"Suchary,chléb opékaný ap výrobky opékané","Food preparations: rusks, toasted bread and similar toasted products, whether or not containing cocoa"
831,190590,34927046328.0,19649508763.0,DEU,0.5625871875471921,0.054710436195188374,0.10893783286591095,"Výr.pekařské,pečivo,hostie,těsto sušené ap","Food preparations: bakers' wares n.e.c. in heading no. 1605, whether or not containing cocoa: communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice papers and similar products"
832,200110,863884271.0,331777265.0,DEU,0.3840529063180501,0.12935690976316364,0.29832254205128583,"Okurky,nakládačky,konzerv.v octě,kyselině oct","Vegetable preparations: cucumbers and gherkins, prepared or preserved by vinegar or acetic acid"
833,200190,1947270001.0,617222077.0,DEU,0.31696789694445665,0.06965997103045996,0.11295875322122328,"Zelenina,ovoce,ořechy aj konzerv.v octě ap","Vegetable preparations: vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid (excluding cucumbers and gherkins)"
834,200210,2322569889.0,2094585304.0,ITA,0.9018395157537497,0.5692981106513517,0.6975610336549284,"Rajčata celá,krájená konzervovaná,ne v octě","Vegetable preparations: tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid"
835,200290,5431974908.0,2474528795.0,ITA,0.4555486424202017,0.14807339946955783,0.3440051703361445,"Rajčata ostatní konzervovaná,ne v octě","Vegetable preparations: tomatoes, (other than whole or in pieces), prepared or preserved otherwise than by vinegar or acetic acid"
836,200310,878391703.0,461088174.0,NLD,0.524923189079804,0.2837700862918688,0.3222506287817747,"Houby konzervované,ne v octě a kys.octové","Vegetable preparations: mushrooms of the genus Agaricus, prepared or preserved otherwise than by vinegar or acetic acid"
837,200390,731852430.0,128047281.0,ITA,0.1749632518129372,0.6123244568534034,0.2375327775718803,"Houby a lanýže,připravené/konzervované jinak než v octě,ne:rodu Agaricus","Vegetable preparations: mushrooms and truffles, other than mushrooms of the genus Agaricus, prepared or preserved otherwise than by vinegar or acetic acid"
838,200410,12856574140.0,8378761886.0,BEL,0.6517103074863145,0.1898364692540245,0.36353961889539477,"Brambory konzervované,ne v octě,zmrazené","Vegetable preparations: potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen"
839,200490,2067173742.0,1179295409.0,BEL,0.5704868367082809,0.08692249404797071,0.15596981779302108,"Zelenina a směsi ost.konzerv,ne v octě,zmraz.","Vegetable preparations: vegetables and mixtures of vegetables (excluding potatoes), prepared or preserved otherwise than by vinegar or acetic acid, frozen"
840,200510,104022687.0,71661928.0,NLD,0.6889067189737177,0.06587595556563516,0.1230656005701798,"Zelenina homogeniz.konzerv,ne v octě,nezmraz.","Vegetable preparations: homogenised vegetables, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
841,200520,3581912185.0,1979786368.0,NLD,0.5527177288965279,0.06380339113058449,0.1365382274785302,"Brambory konzervované,ne v octě,nezmrazené","Vegetable preparations: potatoes, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
842,200540,315419329.0,211389814.0,HUN,0.6701866200469915,0.0876961336983125,0.1683476142986064,"Hrách konzervovaný,ne v octě,nezmrazený","Vegetable preparations: peas (pisum sativum), prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
843,200551,951525264.0,594116121.0,ITA,0.6243829181187143,0.2016353841621853,0.4704521987167733,"Fazole vyloupané konzerv,ne v octě,nezmrazené","Vegetable preparations: beans, shelled, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
844,200559,442931397.0,203633276.0,ITA,0.4597399899379903,0.07694307377837523,0.23564501765868115,"Fazole ost.konzervované,ne v octě,nezmrazené","Vegetable preparations: beans, (not shelled), prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
845,200560,248988362.0,38135726.0,NLD,0.15316268476837483,0.3483761223541296,0.31943358285557744,"Chřest konzervovaný,ne v octě,nezmrazený","Vegetable preparations: asparagus, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
846,200570,2446198319.0,1800213147.0,ESP,0.7359228125608077,0.212353971438511,0.3682877233285239,"Olivy konzervované,ne v octě,nezmrazené","Vegetable preparations: olives, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
847,200580,1340176030.0,661964806.0,HUN,0.4939386999780917,0.14494106226827502,0.2932328027116755,"Kukuřice sladká konzerv,ne v octě,nezmrazená","Vegetable preparations: sweetcorn (zea mays var. saccharata), prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
848,200591,239256988.0,13125363.0,NLD,0.054858849096604025,0.6409058286816297,0.1662277948723835,"Bambusové výhonky konzerv,ne v octě,nezmrazené","Vegetable preparations: bamboo shoots, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
849,200599,4206507007.0,1699403753.0,NLD,0.4039940383249194,0.10231928271037453,0.11423109591595074,"Zelenina a směsi ost.konzerv,ne v octě,nezmrazené","Vegetable preparations: vegetables and mixtures of vegetables n.e.c. in heading no. 2005, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
850,200600,719025205.0,162377069.0,ITA,0.22582945336387755,0.15964515192094972,0.2524068765650797,"Ovoce,ořechy,kůry,slupky aj konzervov.cukrem","Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by sugar (drained, glace or crystallised)"
851,200710,552995862.0,339103434.0,ESP,0.6132115216442614,0.07455851966671263,0.16496165233551902,"Přípravky homogeniz.ovocné,ořechové,i slazené","Jams, fruit jellies, marmalades, fruit or nut puree and fruit or nut pastes: homogenised, cooked preparations, whether or not containing added sugar or other sweetening matter"
852,200791,140700190.0,84086226.0,FRA,0.5976269541640278,0.06705641899681444,0.14204285784690354,"Zavařeniny,marmelády ap z citrus.ovoce,i slaz","Jams, jellies, marmalades, purees and pastes: of citrus fruit, being cooked preparations (excluding homogenised), whether or not containing added sugar or other sweetening matter"
853,200799,3613108844.0,2004098547.0,FRA,0.5546742801086786,0.052634698562430665,0.12504547346411077,"Zavařeniny,marmelády,želé ovocné ost,i slazen","Jams, fruit jellies, marmalades, purees and pastes: of fruit or nuts n.e.c. in heading no. 2007, cooked preparations (excluding homogenised), whether or not containing added sugar or other sweetening matter"
854,200811,2284932084.0,778924798.0,NLD,0.34089625834147985,0.10873506351638926,0.26546522270572964,"Arašídy,upravené,konzervované,i slazené","Nuts: ground-nuts, whether or not containing added sugar, other sweetening matter or spirit"
855,200819,5858634099.0,1573476074.0,DEU,0.26857387701829233,0.0837278422393453,0.14882029914737974,"Ořechy aj semena ost.upravené,konzerv,i slaz.","Nuts and other seeds: whether or not containing added sugar, other sweetening matter or spirit (excluding ground-nuts except in mixtures)"
856,200820,1071380455.0,92950191.0,NLD,0.08675740775950594,0.21116725100800074,0.19013438847078293,"Ananasy upravené,konzervov,i slazené,s alkoh.","Fruit: pineapples, prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit"
857,200830,806143133.0,136759344.0,ESP,0.1696464788964468,0.22800255937293265,0.32493697906214064,"Plody citrus.upravené,konzerv,i slaz,s alkoh.","Fruit: citrus, prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit"
858,200840,181334249.0,87095092.0,ITA,0.4803013908310283,0.15069073083196144,0.201156267313871,"Hrušky upravené,konzerv,i slazené,s alkoholem","Fruit: pears, prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit"
859,200850,165270043.0,101461448.0,GRC,0.6139131215691642,0.10727428348931704,0.20195665553249387,"Meruňky upravené,konzerv,i slazené,s alkohol.","Fruit: apricots, prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit"
860,200860,317868945.0,221430506.0,HUN,0.6966094344321683,0.08153296626645268,0.1356435557967508,"Třešně upravené,konzerv,i slazené,s alkoholem","Fruit: cherries, prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit"
861,200870,973637717.0,579533278.0,GRC,0.5952247616142833,0.23828810756706634,0.5150685641205506,"Broskve upravené,konzerv,i slazené,s alkohol.","Fruit: peaches, including nectarines, prepared or preserved in ways n.e.c. in heading no. 2007 and 2008, whether or not containing added sugar, other sweetening matter or spirit"
862,200880,346304097.0,218138879.0,DEU,0.6299055682266445,0.07196552376252793,0.13642997042848468,"Jahody upravené,konzerv,i slazené,s alkoholem","Fruit: strawberries, prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit"
863,200891,125456700.0,6354827.0,NLD,0.05065354819630996,0.3957231152716933,0.45055832031109005,"Jádra palmová uprav,konzerv,i slazená,s alkoh","Fruit, palm hearts: prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit"
864,200893,536077433.0,78405489.0,DEU,0.14625776832504717,0.3326577078307146,0.2392869193592777,"Brusinky (Vaccinium macrocarpon,Vaccinium oxycoccos, Vaccinium vitis-idaea)","Fruit: cranberries (Vaccinium macrocarpon, Vaccinium oxycoccos): Iingonberries (Vaccinium vitis-idaea), prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit"
865,200897,1214252436.0,560485183.0,DEU,0.4615886831953615,0.05980358206815082,0.13006509458108867,Směsi ořechů a ovoce,"Fruit, nuts and other edible parts of plants: mixtures (other than those of subheading no 2008.19): prepared or preserved in ways n.e.c. in headings 2007 and 2008, whether or not containing added sugar, or other sweetening matter or spirit, n.e.c."
866,200899,5342881341.0,1081925984.0,NLD,0.20249859859277755,0.06392896555989035,0.11007124455847478,"Ovoce ost.upravené,konzerv,i slazené,s alkoh.","Fruit, nuts and other edible parts of plants: prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008"
867,200911,1985065586.0,390477631.0,ESP,0.19670767240836143,0.2555374081246602,0.20296451853494818,"Šťáva pomerančová zmraz,nezkvaš,bez alk,i sla","Juice: orange, frozen, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter"
868,200912,2375161319.0,1026792344.0,DEU,0.43230425478312534,0.20054103856047645,0.14996711587266143,Pomerančová šťáva nezmrazená,"Juice: orange, not frozen, of a Brix value not exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
869,200919,1712734785.0,412287271.00000006,NLD,0.2407186883870056,0.40769678790748093,0.2330137611096943,"Šťáva pomerančová ost,nezkvaš,bez alk,i slaz.","Juice: orange, not frozen, of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
870,200921,117528203.0,49999510.0,NLD,0.4254256316673199,0.12691336020485933,0.18906408683773554,Grapefruitová šťáva (vč.pomelové) s hodnotou Brix do 20,"Juice: grapefruit or pomelo, of a Brix value not exceeding 20, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter"
871,200929,156502312.0,31150130.0,NLD,0.19903942377541362,0.1889096738879242,0.4433657046488123,Grapefruitová šťáva (vč.pomelové) s hodnotou Brix nad 20,"Juice: grapefruit or pomelo, of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
872,200931,482405631.0,282203309.0,ITA,0.5849917390371424,0.11315923035053052,0.2633499851992098,Šťávy z ostatních citrusů (Brix do 20),"Juice: of single citrus fruit (excluding orange, grapefruit or pomelo), of a Brix value not exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
873,200939,514848725.0,180635992.0,ITA,0.35085255771003415,0.08853553689291635,0.20039188417228182,Šťávy z ostatních citrusů (Brix nad 20),"Juice: of single citrus fruit (excluding orange, grapefruit or pomelo), of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
874,200941,293569110.0,100906514.0,NLD,0.34372320030537273,0.18457922377589578,0.15910558749853076,Ananasová šťáva s hodnotou Brix do 20,"Juice: pineapple, of a Brix value not exceeding 20, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter"
875,200949,537227972.0,127446647.0,NLD,0.23723010275421771,0.11659397611638123,0.5501572095930113,Ananasová šťáva s hodnotou Brix nad 20,"Juice: pineapple, of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
876,200950,65910067.0,42025142.0,ITA,0.6376134013033244,0.07383106772205389,0.16064675043895957,"Šťáva z rajských jablek,nezkv,bez alk,i slaz.","Juice: tomato, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
877,200961,215413354.0,164043989.0,ITA,0.7615311955079628,0.15519516576519982,0.25126337020125505,Hroznová šťáva s hodnotou Brix do 30,"Juice: grape, of a Brix value not exceeding 30, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter"
878,200969,667443349.0,345296347.0,ESP,0.5173418051394801,0.1889566703907116,0.5342005974135948,Hroznová šťáva s hodnotou Brix nad 30,"Juice: grape, of a Brix value exceeding 30, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
879,200971,709125770.0,548893513.0,DEU,0.7740425411418909,0.08182450171205972,0.1298184862719851,Jablečná šťáva s hodnotou Brix do 20,"Juice: apple, of a Brix value not exceeding 20, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter"
880,200979,2132259703.0,811679953.0,POL,0.38066655382456477,0.11121621191589395,0.2759920100032711,Jablečná šťáva s hodnotou Brix nad 20,"Juice: apple, of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
881,200981,277509320.0,84878452.0,NLD,0.30585802307468446,0.16457105929508067,0.17374885406690369,"Brusinková šťáva (Vaccinium macrocarpon,Vaccinium oxycoccos, Vaccinium vitis-idaea)","Juice: cranberry (Vaccinium macrocarpon, Vaccinium oxycoccos): Iingonberry (Vaccinium vitis-idaea), unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
882,200989,3826623208.0,1206014363.0,POL,0.31516412707650104,0.050234569781974756,0.1438242050482186,"Šťáva z jakéhokoliv jednoho druhu ovoce nebo zeleniny,ne:brusinková šťáva","Juice: of any single fruit, nut or vegetable n.e.c. in heading no. 2009, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
883,200990,1850586855.0,956725712.0,NLD,0.5169850360792712,0.06001807743238942,0.1633107949823814,"Směsi šťáv,nezkvašené,bez alkoholu,i slazené","Juices: mixtures of fruits or vegetables (but not nut juice), unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
884,210111,6611558475.0,2548860129.0,DEU,0.38551578098233485,0.060066632420696695,0.19476760284619551,"Výtažky, esence a koncentráty z kávy","Extracts, essences and concentrates: of coffee, and preparations with a basis of these extracts, essences or concentrates or with a basis of coffee"
885,210112,2601215449.0,860791284.0,DEU,0.3309188726873504,0.05735434450615609,0.12530814365865398,Přípravky se základem z koncentrátů kávy,"Preparations with a basis of extracts, essences or concentrates or with a basis of coffee"
